code,name,id
P94.2,Congenital hypotonia,udUcZfM4fZQ
P94.8,Other disorders of muscle tone of newborn,kmi5WJdkkO3
P94.9,"Disorder of muscle tone of newborn, unspecified",nt2WdrHDOvA
P95,Fetal death of unspecified cause,kTaRnieUakV
P96,Other conditions originating in the perinatal period,iBroJO4vNXY
P96.0,Congenital renal failure,tRDmNPwsgUZ
P96.1,Neonatal withdrawal symptoms from maternal use of drugs of addiction,xs3bCKLrKVf
P96.2,Withdrawal symptoms from therapeutic use of drugs in newborn,cdW1yzedkRi
P96.3,Wide cranial sutures of newborn,KRhBR4CqyQ3
P96.4,"Termination of pregnancy, affecting fetus and newborn",ViZIQGgQUIb
P96.5,"Complications of intrauterine procedures, not elsewhere classified",jk0zRGXDcYi
P96.8,Other specified conditions originating in the perinatal period,IEkfBEOLV27
P96.9,"Condition originating in the perinatal period, unspecified",LHXmEq0iHvP
Q00,Anencephaly and similar malformations,mb78pRuzjm0
Q00.0,Anencephaly,VIz8G8reE1k
Q00.1,Craniorachischisis,EnauMITrM9Y
Q00.2,Iniencephaly,VsuDYvliQSw
Q01,Encephalocele,Na3NBAW7Z1P
Q01.0,Frontal encephalocele,oRCeYMTgb8M
Q01.1,Nasofrontal encephalocele,yKxlbkijqn0
Q01.2,Occipital encephalocele,I2l1CEIc2xC
Q01.8,Encephalocele of other sites,rLXf22ZFlUN
Q01.9,"Encephalocele, unspecified",zTfX1h9youX
Q02,Microcephaly,tFjCBqOyRYJ
Q03,Congenital hydrocephalus,CWf0usbedgO
Q03.0,Malformations of aqueduct of Sylvius,uFldWgsRxtn
Q03.1,Atresia of foramina of Magendie and Luschka,Pn1n9MJScY6
Q03.8,Other congenital hydrocephalus,eIgyJHA3lmH
Q03.9,"Congenital hydrocephalus, unspecified",LP2AZojAXNx
Q04,Other congenital malformations of brain,vkCJTgidqeP
Q04.0,Congenital malformations of corpus callosum,hw6XdMe52VB
Q04.1,Arhinencephaly,vkqoDiuhyTC
Q04.2,Holoprosencephaly,Fci695ly4uT
Q04.3,Other reduction deformities of brain,U2aFColIo6w
Q04.4,Septo-optic dysplasia,XHDvY1BQDgW
Q04.5,Megalencephaly,qmnym5sC2iO
Q04.6,Congenital cerebral cysts,bJXBFveKR8X
Q04.8,Other specified congenital malformations of brain,I36JkTkXGBE
Q04.9,"Congenital malformation of brain, unspecified",p7KOcLsDTE4
Q05,Spina bifida,FNWRToGo37C
Q05.0,Cervical spina bifida with hydrocephalus,kVDlJTIi2HU
Q05.1,Thoracic spina bifida with hydrocephalus,MuDYaEcdF8V
Q05.2,Lumbar spina bifida with hydrocephalus,aoIT0BF2PH2
Q05.3,Sacral spina bifida with hydrocephalus,flTtiW2cnK0
Q05.4,Unspecified spina bifida with hydrocephalus,CwtXuiZztiG
Q05.5,Cervical spina bifida without hydrocephalus,DrZtnS0joQk
Q05.6,Thoracic spina bifida without hydrocephalus,ggKQDQABMDa
Q05.7,Lumbar spina bifida without hydrocephalus,LN6yhul6bxq
Q05.8,Sacral spina bifida without hydrocephalus,qlwkVfSD2Xk
Q05.9,"Spina bifida, unspecified",GE6co0EyjXA
Q06,Other congenital malformations of spinal cord,L7D09adull0
Q06.0,Amyelia,IekGKj8v0Js
Q06.1,Hypoplasia and dysplasia of spinal cord,Bf3TivKhcNq
Q06.2,Diastematomyelia,bIRJghXkEcT
Q06.3,Other congenital cauda equina malformations,U0Lwp2feXRo
Q06.4,Hydromyelia,ZgUhrn9vqiz
Q06.8,Other specified congenital malformations of spinal cord,cNYMPCrIfMS
Q06.9,"Congenital malformation of spinal cord, unspecified",AKuYRDKWQh3
Q07,Other congenital malformations of nervous system,MWEcgZZecbl
Q07.0,Arnold-Chiari syndrome,O8XAD2eAAKW
Q07.8,Other specified congenital malformations of nervous system,tyK6iAsmwRI
Q07.9,"Congenital malformation of nervous system, unspecified",qlVm91K9GuL
Q10,"Congenital malformations of eyelid, lacrimal apparatus and orbit",gRHEwkeAEgy
Q10.0,Congenital ptosis,kNcuhDE7hv2
Q10.1,Congenital ectropion,Co95YfsBwki
Q10.2,Congenital entropion,rIgC6yFQ0oU
Q10.3,Other congenital malformations of eyelid,UbtILzYCzsS
Q10.4,Absence and agenesis of lacrimal apparatus,G72JDBWXUDh
Q10.5,Congenital stenosis and stricture of lacrimal duct,NXK1lXqUfZI
Q10.6,Other congenital malformations of lacrimal apparatus,LEtwUbcUljU
Q10.7,Congenital malformation of orbit,Ri9vK481smv
Q11,"Anophthalmos, microphthalmos and macrophthalmos",NZi2ZaKYql8
Q11.0,Cystic eyeball,Ocjdoww8R0Q
Q11.1,Other anophthalmos,EYoDFNmXHJG
Q11.2,Microphthalmos,AB25e3tJPcj
Q11.3,Macrophthalmos,VjszSWWDNLP
Q12,Congenital lens malformations,BkF1GUvoURa
Q12.0,Congenital cataract,d6L4Fyd6NOT
Q12.1,Congenital displaced lens,Pl8nEM0H2tv
Q12.2,Coloboma of lens,ilbjBSyBxtv
Q12.3,Congenital aphakia,RgHZSHXqsGB
Q12.4,Spherophakia,Rdy8KuwZjwQ
Q12.8,Other congenital lens malformations,oVFgUNyJbAE
Q12.9,"Congenital lens malformation, unspecified",nWKsd6JK42k
Q13,Congenital malformations of anterior segment of eye,VHZwOXzJrzr
Q13.0,Coloboma of iris,uO41krSvg7G
Q13.1,Absence of iris,YYPvgIkWc7n
Q13.2,Other congenital malformations of iris,FBAPFKHvtNv
Q13.3,Congenital corneal opacity,cNzgXY9xaQi
Q13.4,Other congenital corneal malformations,HnnWP924OSE
Q13.5,Blue sclera,oYBiE7b8bPH
Q13.8,Other congenital malformations of anterior segment of eye,aBOfgt5L2td
Q13.9,"Congenital malformation of anterior segment of eye, unspecified",sBN5wDEJwjf
Q14,Congenital malformations of posterior segment of eye,rFEWIze4YtA
Q14.0,Congenital malformation of vitreous humour,JqfwHLoQ9PS
Q14.1,Congenital malformation of retina,RDtSBiPtAPX
Q14.2,Congenital malformation of optic disc,HCzBGpnllq3
Q14.3,Congenital malformation of choroid,gzTDG2kCjuu
Q14.8,Other congenital malformations of posterior segment of eye,AIEVxA4B4d7
Q14.9,"Congenital malformation of posterior segment of eye, unspecified",xBvr0SiojAV
Q15,Other congenital malformations of eye,flAMK2qKnG8
Q15.0,Congenital glaucoma,KmzPmNMvUV2
Q15.8,Other specified congenital malformations of eye,ZYL9gJH3GJb
Q15.9,"Congenital malformation of eye, unspecified",QI2i2SYC4jD
Q16,Congenital malformations of ear causing impairment of hearing,dB2c4YwGmUJ
Q16.0,Congenital absence of (ear) auricle,VL2mf1xXBx8
Q16.1,"Congenital absence, atresia and stricture of auditory canal (external)",tilwbUnWRL5
Q16.2,Absence of eustachian tube,buTkS9DbtPA
Q16.3,Congenital malformation of ear ossicles,FW7QpSm4OyJ
Q16.4,Other congenital malformations of middle ear,qcr2RiK9s0H
Q16.5,Congenital malformation of inner ear,Z9epxuEHZOp
Q16.9,"Congenital malformation of ear causing impairment of hearing, unspecified",goVfpMy5ZSZ
Q17,Other congenital malformations of ear,uUVRAljGa0G
Q17.0,Accessory auricle,DeZ92t6Nn9f
Q17.1,Macrotia,tHJxtUeGQVi
Q17.2,Microtia,nyLacoTdGmi
Q17.3,Other misshapen ear,nkYblcMZVvY
Q17.4,Misplaced ear,JHaixChGwgG
Q17.5,Prominent ear,SaWT1YBCmal
Q17.8,Other specified congenital malformations of ear,cFXoFL7bmQx
Q17.9,"Congenital malformation of ear, unspecified",D8sahUdqhXP
Q18,Other congenital malformations of face and neck,QIjvumNkWzs
Q18.0,"Sinus, fistula and cyst of branchial cleft",x9hkevuWEIh
Q18.1,Preauricular sinus and cyst,lwPVjs6YkKM
Q18.2,Other branchial cleft malformations,yc52UdGriBb
Q18.3,Webbing of neck,FDAnIt3YpaZ
Q18.4,Macrostomia,aFFR00jRodT
Q18.5,Microstomia,ymiKsi5R9xM
Q18.6,Macrocheilia,kRDN7ydxWKb
Q18.7,Microcheilia,ytSwPFeED5E
Q18.8,Other specified congenital malformations of face and neck,yHGcE15WmDO
Q18.9,"Congenital malformation of face and neck, unspecified",WffTaxXo8bX
Q20,Congenital malformations of cardiac chambers and connections,O0Lqevqk0PX
Q20.0,Common arterial trunk,sjLThhvEwVX
Q20.1,Double outlet right ventricle,X9NchawCVqu
Q20.2,Double outlet left ventricle,R7OMkUylXFP
Q20.3,Discordant ventriculoarterial connection,zwq0q8L1FxP
Q20.4,Double inlet ventricle,Qg6trkwvCgq
Q20.5,Discordant atrioventricular connection,ZQaDQX5hVPe
Q20.6,Isomerism of atrial appendages,fTlNLD4Yk5M
Q20.8,Other congenital malformations of cardiac chambers and connections,JuI7EBE4r5I
Q20.9,"Congenital malformation of cardiac chambers and connections, unspecified",Pye5Peozoae
Q21,Congenital malformations of cardiac septa,cLMRw7oO0A5
Q21.0,Ventricular septal defect,qvhrhdLFkzt
Q21.1,Atrial septal defect,kFTgqa8Xsjv
Q21.2,Atrioventricular septal defect,kFYylQwUvsd
Q21.3,Tetralogy of Fallot,jTVElZ8xEWF
Q21.4,Aortopulmonary septal defect,J5RhBXz4xGg
Q21.8,Other congenital malformations of cardiac septa,GU2MLvd9fuS
Q21.9,"Congenital malformation of cardiac septum, unspecified",t2GYaEwQqig
Q22,Congenital malformations of pulmonary and tricuspid valves,GQzAywEN5t5
Q22.0,Pulmonary valve atresia,nynYF3XWywU
Q22.1,Congenital pulmonary valve stenosis,A4RDk80Iuu2
Q22.2,Congenital pulmonary valve insufficiency,u7IC4SaIVY0
Q22.3,Other congenital malformations of pulmonary valve,fTHq1MDCBRX
Q22.4,Congenital tricuspid stenosis,WVqHDP79XI1
Q22.5,Ebstein anomaly,j2jt8FW0UEg
Q22.6,Hypoplastic right heart syndrome,DcZv49fZWGZ
Q22.8,Other congenital malformations of tricuspid valve,mAGUbpNDvYo
Q22.9,"Congenital malformation of tricuspid valve, unspecified",QRHEd2l3uTa
Q23,Congenital malformations of aortic and mitral valves,MKSqKYiUWlh
Q23.0,Congenital stenosis of aortic valve,dVOUCWu5EEt
Q23.1,Congenital insufficiency of aortic valve,BYxdBMcZjjz
Q23.2,Congenital mitral stenosis,hFXs0VER21O
Q23.3,Congenital mitral insufficiency,JesZ8PdULQb
Q23.4,Hypoplastic left heart syndrome,MSLjhIPWX53
Q23.8,Other congenital malformations of aortic and mitral valves,gvXUGWIsc9m
Q23.9,"Congenital malformation of aortic and mitral valves, unspecified",ylh87AcEBmP
Q24,Other congenital malformations of heart,MBf1ePBj5xk
Q24.0,Dextrocardia,uNhPhEi2Tcs
Q24.1,Laevocardia,RlLWcymysMb
Q24.2,Cor triatriatum,KuUAyvEYv97
Q24.3,Pulmonary infundibular stenosis,lBnJaWiIu5f
Q24.4,Congenital subaortic stenosis,pXWKbsl7NCF
Q24.5,Malformation of coronary vessels,jkzBIyY3C0u
Q24.6,Congenital heart block,PvDYLHlbyuI
Q24.8,Other specified congenital malformations of heart,Nj96tzVdJsx
Q24.9,"Congenital malformation of heart, unspecified",aQjwwTyyVzl
Q25,Congenital malformations of great arteries,UpfRYwmyEOK
Q25.0,Patent ductus arteriosus,dK2gtTzprxb
Q25.1,Coarctation of aorta,W2fIVCdJyXJ
Q25.2,Atresia of aorta,sAmiskqjlsX
Q25.3,Stenosis of aorta,a34kmDYU6gu
Q25.4,Other congenital malformations of aorta,r61Mobvg71X
Q25.5,Atresia of pulmonary artery,eSC082GivNN
Q25.6,Stenosis of pulmonary artery,uNuxV0O3875
Q25.7,Other congenital malformations of pulmonary artery,g9afhMc7Zvh
Q25.8,Other congenital malformations of great arteries,Ye6wenOdSgx
Q25.9,"Congenital malformation of great arteries, unspecified",x9QhyGAtN3K
Q26,Congenital malformations of great veins,vfC2MRQt53Z
Q26.0,Congenital stenosis of vena cava,dvZ2ImGz64L
Q26.1,Persistent left superior vena cava,WYyn8MlYJZn
Q26.2,Total anomalous pulmonary venous connection,gXOjOPFytTY
Q26.3,Partial anomalous pulmonary venous connection,eLpbhy9UzSO
Q26.4,"Anomalous pulmonary venous connection, unspecified",eJSYYtoR2WI
Q26.5,Anomalous portal venous connection,nVQF5rK8gps
Q26.6,Portal vein-hepatic artery fistula,X447rN9E7he
Q26.8,Other congenital malformations of great veins,omHmP1j4Kq1
Q26.9,"Congenital malformation of great vein, unspecified",NlQBDk5wzon
Q27,Other congenital malformations of peripheral vascular system,bKhkJ0L36lk
Q27.0,Congenital absence and hypoplasia of umbilical artery,EDdwdyFRFj3
Q27.1,Congenital renal artery stenosis,DR0hrpzvolq
Q27.2,Other congenital malformations of renal artery,npmhA9XT8lQ
Q27.3,Peripheral arteriovenous malformation,RY3LAKYay2a
Q27.4,Congenital phlebectasia,y5T7sUKRtCx
Q27.8,Other specified congenital malformations of peripheral vascular system,fZuBNQtgeU2
Q27.9,"Congenital malformation of peripheral vascular system, unspecified",onJASQ8SeD9
Q28,Other congenital malformations of circulatory system,vRCaLSujp01
Q28.0,Arteriovenous malformation of precerebral vessels,FdLLGjiQdMP
Q28.1,Other malformations of precerebral vessels,OZnQjBZuQOo
Q28.2,Arteriovenous malformation of cerebral vessels,hqIEu0NbkG3
Q28.3,Other malformations of cerebral vessels,fPa9cmlgd3I
Q28.8,Other specified congenital malformations of circulatory system,QKopWQbK7qW
Q28.9,"Congenital malformation of circulatory system, unspecified",B51c9bzpMXq
Q30,Congenital malformations of nose,iEiWg0JCSPF
Q30.0,Choanal atresia,aNwoUayBVfF
Q30.1,Agenesis and underdevelopment of nose,GzbxwFjDyCl
Q30.2,"Fissured, notched and cleft nose",B11QrJuwu5c
Q30.3,Congenital perforated nasal septum,TLrVRzdHJsO
Q30.8,Other congenital malformations of nose,U0jB5axJAd2
Q30.9,"Congenital malformation of nose, unspecified",dJuMxxBUlIT
Q31,Congenital malformations of larynx,zlxcOJdIrIH
Q31.0,Web of larynx,cCaM9DVaPbP
Q31.1,Congenital subglottic stenosis,BE05qLRbTXl
Q31.2,Laryngeal hypoplasia,bBzIjGJgq9a
Q31.3,Laryngocele,BkFvHCZl9d3
Q31.5,Congenital laryngomalacia,gBJxwFWbe6D
Q31.8,Other congenital malformations of larynx,zTvhuDHXznl
Q31.9,"Congenital malformation of larynx, unspecified",rumkC17LFpO
Q32,Congenital malformations of trachea and bronchus,AtDkIJd0HXC
Q32.0,Congenital tracheomalacia,f7ZxUCdHtM8
Q32.1,Other congenital malformations of trachea,pNuhH7igGyg
Q32.2,Congenital bronchomalacia,jU6C5F8DER2
Q32.3,Congenital stenosis of bronchus,EFixYgnnVZ9
Q32.4,Other congenital malformations of bronchus,NTkNhIZuCH1
Q33,Congenital malformations of lung,S5GdMJZ27nd
Q33.0,Congenital cystic lung,BlI79CAQTyd
Q33.1,Accessory lobe of lung,FPM3nxPz6mR
Q33.2,Sequestration of lung,GbAkSBEU8lw
Q33.3,Agenesis of lung,ZyI79o1lHTY
Q33.4,Congenital bronchiectasis,jE3l6zLOGhb
Q33.5,Ectopic tissue in lung,cJOFHrHnRNX
Q33.6,Hypoplasia and dysplasia of lung,Wzd9IaryYbQ
Q33.8,Other congenital malformations of lung,octYxuyjPAB
Q33.9,"Congenital malformation of lung, unspecified",HXepUhAb6sO
Q34,Other congenital malformations of respiratory system,lL7OzQ4dLUI
Q34.0,Anomaly of pleura,iCNEtPfmwyx
Q34.1,Congenital cyst of mediastinum,s1Il63PbucQ
Q34.8,Other specified congenital malformations of respiratory system,RCXC3oOWt0K
Q34.9,"Congenital malformation of respiratory system, unspecified",UVR3dAiAJAV
Q35,Cleft palate,BGlfRmu9sa9
Q35.1,Cleft hard palate,vTx87kocslf
Q35.3,Cleft soft palate,or8Kux9rmvX
Q35.5,Cleft hard palate with cleft soft palate,nngzbuDZvHy
Q35.7,Cleft uvula,JhR6WK1nIIU
Q35.9,"Cleft palate, unspecified",YEXEDihDPBE
Q36,Cleft lip,blKTRalv6ZJ
Q36.0,"Cleft lip, bilateral",NKWKOlPS5EN
Q36.1,"Cleft lip, median",uUuRgDkIWGs
Q36.9,"Cleft lip, unilateral",FdgLpVX1kxL
Q37,Cleft palate with cleft lip,Yad4WX4kaDi
Q37.0,Cleft hard palate with bilateral cleft lip,jTCRtU221Ct
Q37.1,Cleft hard palate with unilateral cleft lip,d5jb7K8myVn
Q37.2,Cleft soft palate with bilateral cleft lip,epBxYgjoaGe
Q37.3,Cleft soft palate with unilateral cleft lip,jg4gD4C6I12
Q37.4,Cleft hard and soft palate with bilateral cleft lip,vqW7T2etVhL
Q37.5,Cleft hard and soft palate with unilateral cleft lip,qqiuVSVKXM0
Q37.8,Unspecified cleft palate with bilateral cleft lip,cSnfwTD2Uat
Q37.9,Unspecified cleft palate with unilateral cleft lip,TUAdi1ISaPL
Q38,"Other congenital malformations of tongue, mouth and pharynx",YKiyEsIkTrW
Q38.0,"Congenital malformations of lips, not elsewhere classified",YBql1i3i1E7
Q38.1,Ankyloglossia,xTkZAwBShJv
Q38.2,Macroglossia,VjRyVGrRni0
Q38.3,Other congenital malformations of tongue,psoevITzFEn
Q38.4,Congenital malformations of salivary glands and ducts,G8T2jcvYCL5
Q38.5,"Congenital malformations of palate, not elsewhere classified",Sg4BvPbqe59
Q38.6,Other congenital malformations of mouth,DhZr9NPef2u
Q38.7,Pharyngeal pouch,EJBavhd6TCn
Q38.8,Other congenital malformations of pharynx,MtLqXRV525V
Q39,Congenital malformations of oesophagus,nLRETojlXBj
Q39.0,Atresia of oesophagus without fistula,mwA1uZuPIKQ
Q39.1,Atresia of oesophagus with tracheo-oesophageal fistula,V97YjyKR4mW
Q39.2,Congenital tracheo-oesophageal fistula without atresia,HdlA3aa46ej
Q39.3,Congenital stenosis and stricture of oesophagus,jjgVwY7iYoB
Q39.4,Oesophageal web,i8PmyEWTrer
Q39.5,Congenital dilatation of oesophagus,ToWC8c1EO0D
Q39.6,Diverticulum of oesophagus,YaujWfKy5Fl
Q39.8,Other congenital malformations of oesophagus,nuzjdOYeyuE
Q39.9,"Congenital malformation of oesophagus, unspecified",sSPX7gy1uji
Q40,Other congenital malformations of upper alimentary tract,Zq6Ku0xy1P5
Q40.0,Congenital hypertrophic pyloric stenosis,VjxkAAcy6ft
Q40.1,Congenital hiatus hernia,MVjgofu0ebJ
Q40.2,Other specified congenital malformations of stomach,lAoQS8b3dKJ
Q40.3,"Congenital malformation of stomach, unspecified",lda4UHMvtBm
Q40.8,Other specified congenital malformations of upper alimentary tract,xtFYq02tj0X
Q40.9,"Congenital malformation of upper alimentary tract, unspecified",Jf8zIkXuF4X
Q41,"Congenital absence, atresia and stenosis of small intestine",z8PnYiQQ3SS
Q41.0,"Congenital absence, atresia and stenosis of duodenum",b9DBTLQESKy
Q41.1,"Congenital absence, atresia and stenosis of jejunum",Yg0lBCiGdrW
Q41.2,"Congenital absence, atresia and stenosis of ileum",SJ6Beq4BYFi
Q41.8,"Congenital absence, atresia and stenosis of other specified parts of small intestine",WUAmW3VXHoZ
Q41.9,"Congenital absence, atresia and stenosis of small intestine, part unspecified",yGmjRlMI6UO
Q42,"Congenital absence, atresia and stenosis of large intestine",tpm4p5rEBi5
Q42.0,"Congenital absence, atresia and stenosis of rectum with fistula",jV7tef0fFyt
Q42.1,"Congenital absence, atresia and stenosis of rectum without fistula",l0NWK3YTHTc
Q42.2,"Congenital absence, atresia and stenosis of anus with fistula",TANmGIog8XJ
Q42.3,"Congenital absence, atresia and stenosis of anus without fistula",e5wuGu8YczA
Q42.8,"Congenital absence, atresia and stenosis of other parts of large intestine",LnFMGoFCgmH
Q42.9,"Congenital absence, atresia and stenosis of large intestine, part unspecified",kQoFQKYS2P2
Q43,Other congenital malformations of intestine,ZnO7IeWSYIx
Q43.0,Meckel diverticulum,eUajT5parTc
Q43.1,Hirschsprung disease,C3inrIDzpEX
Q43.2,Other congenital functional disorders of colon,aifkvJszRKK
Q43.3,Congenital malformations of intestinal fixation,VeQ0MKNqcJ5
Q43.4,Duplication of intestine,AdX9adWkdg3
Q43.5,Ectopic anus,bZtbQydPhTQ
Q43.6,Congenital fistula of rectum and anus,mnPfSO5D6At
Q43.7,Persistent cloaca,Gdjws4JNlAn
Q43.8,Other specified congenital malformations of intestine,ElIAadoclQ3
Q43.9,"Congenital malformation of intestine, unspecified",ShuFnJyB8jx
Q44,"Congenital malformations of gallbladder, bile ducts and liver",oxne8zCTlFa
Q44.0,"Agenesis, aplasia and hypoplasia of gallbladder",tF53RWHfnKf
Q44.1,Other congenital malformations of gallbladder,woJDoXWMi5f
Q44.2,Atresia of bile ducts,Wp47zGfiMNp
Q44.3,Congenital stenosis and stricture of bile ducts,Mf9B9lPuERO
Q44.4,Choledochal cyst,ySkm4CLHATj
Q44.5,Other congenital malformations of bile ducts,ETxl8tfPIXq
Q44.6,Cystic disease of liver,tgNC3Anp1ff
Q44.7,Other congenital malformations of liver,eyk0G59SZbT
Q45,Other congenital malformations of digestive system,kUfA23XR0Uf
Q45.0,"Agenesis, aplasia and hypoplasia of pancreas",bP7VMP2Bjeo
Q45.1,Annular pancreas,Y2TFLQQIJi2
Q45.2,Congenital pancreatic cyst,weU0TpbTcaL
Q45.3,Other congenital malformations of pancreas and pancreatic duct,Eb4EsQwt31z
Q45.8,Other specified congenital malformations of digestive system,z5DwHZ5Xoev
Q45.9,"Congenital malformation of digestive system, unspecified",oGC0EAZdFHs
Q50,"Congenital malformations of ovaries, fallopian tubes and broad ligaments",GVES4PjBlT0
Q50.0,Congenital absence of ovary,KsH4JRfD5mg
Q50.1,Developmental ovarian cyst,jV0wTJsMCro
Q50.2,Congenital torsion of ovary,I6g5fACGtFJ
Q50.3,Other congenital malformations of ovary,ip4LVc8KyX1
Q50.4,Embryonic cyst of fallopian tube,e24FZZM6bO0
Q50.5,Embryonic cyst of broad ligament,W2PdxwONUoI
Q50.6,Other congenital malformations of fallopian tube and broad ligament,mpsPLhwQ7eT
Q51,Congenital malformations of uterus and cervix,BmRKdY5RHfX
Q51.0,Agenesis and aplasia of uterus,YXPOvIiJVbE
Q51.1,Doubling of uterus with doubling of cervix and vagina,aQF8cf3PX26
Q51.2,Other doubling of uterus,V7Ssz0fwnsm
Q51.3,Bicornate uterus,lXfRGuVwboL
Q51.4,Unicornate uterus,wbxLQ7MYPQw
Q51.5,Agenesis and aplasia of cervix,gZOMhwxp1Vl
Q51.6,Embryonic cyst of cervix,wMyK2WUTXzJ
Q51.7,Congenital fistulae between uterus and digestive and urinary tracts,ouLBYu8HprC
Q51.8,Other congenital malformations of uterus and cervix,KPLGSl3WHEz
Q51.9,"Congenital malformation of uterus and cervix, unspecified",mXtdOxuE819
Q52,Other congenital malformations of female genitalia,TdVWaVC5yoS
Q52.0,Congenital absence of vagina,stHXMionHkw
Q52.1,Doubling of vagina,hFNNqvNoehq
Q52.2,Congenital rectovaginal fistula,zKcmjLPWIUX
Q52.3,Imperforate hymen,p01gVyKlqoC
Q52.4,Other congenital malformations of vagina,JuBpNWTkEip
Q52.5,Fusion of labia,aqVIEdUKRAx
Q52.6,Congenital malformation of clitoris,K6xOlpreHWx
Q52.7,Other congenital malformations of vulva,S1atZMhBUIC
Q52.8,Other specified congenital malformations of female genitalia,GGwwMIpsTSh
Q52.9,"Congenital malformation of female genitalia, unspecified",jpqDPH1DwFa
Q53,Undescended testicle,rjgViKlGUL3
Q53.0,Ectopic testis,TcY9ViHfL0F
Q53.1,"Undescended testicle, unilateral",ChuBCR16ADc
Q53.2,"Undescended testicle, bilateral",ce0rKCM906d
Q53.9,"Undescended testicle, unspecified",MV8tXZrUdY0
Q54,Hypospadias,RBguFY2e1g4
Q54.0,"Hypospadias, balanic",RZYOzz6Lv9O
Q54.1,"Hypospadias, penile",nd4ydJinLTW
Q54.2,"Hypospadias, penoscrotal",FMZcCBk5tFa
Q54.3,"Hypospadias, perineal",qwfIOGRPCyv
Q54.4,Congenital chordee,hYMXndloWpd
Q54.8,Other hypospadias,tvodfsOK5wK
Q54.9,"Hypospadias, unspecified",L2RgNWvq3ar
Q55,Other congenital malformations of male genital organs,kuO1yWWkBRu
Q55.0,Absence and aplasia of testis,e8rKd8pt8i8
Q55.1,Hypoplasia of testis and scrotum,fKCnGQeVbxL
Q55.2,Other congenital malformations of testis and scrotum,Oity3nacmFs
Q55.3,Atresia of vas deferens,Jhmy7ANlAHQ
Q55.4,"Other congenital malformations of vas deferens, epididymis, seminal vesicles and prostate",vkMD8uM7mVU
Q55.5,Congenital absence and aplasia of penis,pYUtdw9MuDy
Q55.6,Other congenital malformations of penis,MPv9mA4fVEw
Q55.8,Other specified congenital malformations of male genital organs,U46By3GikhP
Q55.9,"Congenital malformation of male genital organ, unspecified",Or9rccEGYFx
Q56,Indeterminate sex and pseudohermaphroditism,ck5PNZmHQdn
Q56.0,"Hermaphroditism, not elsewhere classified",MASeAtoGgIS
Q56.1,"Male pseudohermaphroditism, not elsewhere classified",cG1QTE2rgll
Q56.2,"Female pseudohermaphroditism, not elsewhere classified",KdqcaQjacJQ
Q56.3,"Pseudohermaphroditism, unspecified",ln8c1nrqbke
Q56.4,"Indeterminate sex, unspecified",SuRdMVYKWo0
Q60,Renal agenesis and other reduction defects of kidney,iP6lZkvw1it
Q60.0,"Renal agenesis, unilateral",POa7EcTLQy6
Q60.1,"Renal agenesis, bilateral",GhuPeIpGp4f
Q60.2,"Renal agenesis, unspecified",nwIwkFCAG0g
Q60.3,"Renal hypoplasia, unilateral",reDkAtkZVqy
Q60.4,"Renal hypoplasia, bilateral",Ikb7r338lLW
Q60.5,"Renal hypoplasia, unspecified",Z2V11DUpUMC
Q60.6,Potter syndrome,oVJZQORELGr
Q61,Cystic kidney disease,CkwtxxJWZIX
Q61.0,Congenital single renal cyst,JHq83yO76Ge
Q61.1,"Polycystic kidney, autosomal recessive",OsMF2LysT7O
Q61.2,"Polycystic kidney, autosomal dominant",Y2r9acjFEgj
Q61.3,"Polycystic kidney, unspecified",VxAqIuA68Vw
Q61.4,Renal dysplasia,OKcTGZi9WUr
Q61.5,Medullary cystic kidney,kldXosZrQ9d
Q61.8,Other cystic kidney diseases,WpBrAs3QyEY
Q61.9,"Cystic kidney disease, unspecified",JFYpOtPfxtx
Q62,Congenital obstructive defects of renal pelvis and congenital malformations of ureter,Ai3knBb2o4w
Q62.0,Congenital hydronephrosis,Nl6xtvqp7VO
Q62.1,Atresia and stenosis of ureter,HfT743DqM42
Q62.2,Congenital megaloureter,mYBRYzh6hch
Q62.3,Other obstructive defects of renal pelvis and ureter,p09VOULtY2m
Q62.4,Agenesis of ureter,USTY7hvg4sn
Q62.5,Duplication of ureter,VUHlseWLV8u
Q62.6,Malposition of ureter,oXBfNoj1CHV
Q62.7,Congenital vesico-uretero-renal reflux,AXI8zUQTnsz
Q62.8,Other congenital malformations of ureter,PYKnxCXGvml
Q63,Other congenital malformations of kidney,wF84YvHGhP6
Q63.0,Accessory kidney,DI7HpeftBvK
Q63.1,"Lobulated, fused and horseshoe kidney",rwqvGoDt53g
Q63.2,Ectopic kidney,CjDwiyOxU78
Q63.3,Hyperplastic and giant kidney,OBmXDeqm9EJ
Q63.8,Other specified congenital malformations of kidney,QP1knORAI02
Q63.9,"Congenital malformation of kidney, unspecified",qkdrQ2K7UP7
Q64,Other congenital malformations of urinary system,mKtCkrCHz1E
Q64.0,Epispadias,EHXsyq4q9mT
Q64.1,Exstrophy of urinary bladder,HeKfzn9iNSb
Q64.2,Congenital posterior urethral valves,wRVpop5scWP
Q64.3,Other atresia and stenosis of urethra and bladder neck,fjhBJFXqf09
Q64.4,Malformation of urachus,jBea1IeKGPx
Q64.5,Congenital absence of bladder and urethra,o9xSuAItVKn
Q64.6,Congenital diverticulum of bladder,NbKe4DXx0OC
Q64.7,Other congenital malformations of bladder and urethra,cswJzfPAUXt
Q64.8,Other specified congenital malformations of urinary system,SSXk8hCGm6k
